nom_scientifique,ID,nom_commun,autres_noms,id_famille,taille_adulte_min,taille_adulte_max,profondeur_habituelle_min,profondeur_habituelle_max,Colonne_d_eau,reglementation,danger,mode_de_vie,entrainement_modele,A_entrainer,Cotes_françaises,Mediterranée,Atlantique,Manche,Mer du Nord,Pêche_commerciale,IUCN_red_list,citation_ouvrages,citation_doris,id_doris,label,nb_images,class_img,id_worms
Opeatogenys gracilis,580,Le porte ecuelle grêle,,124,2.0,3,3.0,20.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Ophichthus rufus,513,Le sepenton jaunâtre,,104,50.0,60,50.0,300.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Ophichtus ophis,514,Le serpenton tacheté,,104,80.0,100,10.0,30.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Ophidion barbatum,530,La donzelle à nageoires noires,,112,20.0,26,10.0,100.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Ophidion rochei,529,La donzelle à nageoires jaunes,,112,20.0,25,5.0,20.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Ophioblennius atlanticus,356,La blennie Atlantique,,82,15.0,18,1.0,10.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Ophisurus serpens,515,Le serpenton à long nez,,104,180.0,200,50.0,300.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Orcynopsis unicolor,111,La palomette,,25,100.0,130,0.0,40.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Osmerus eperlanus,51,L’eperlan,,15,20.0,35,0.0,30.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Oxynotus centrina,619,La centrine,,135,80.0,100,60.0,500.0,,,,"Fonds meubles ou corraligènes, espece profonde",,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," MALIET Vincent, GIRARD Pascal in : DORIS, 19/01/2021 : Oxynotus centrina Linné, 1758",1664,,,<rnd>,
Oxyurichthys papuensis,425,Le gobie à tête de grenouille,,85,9.0,11,30.0,50.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Pagellus acarne,184,Le pageot acarné,,44,25.0,30,20.0,100.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Pagellus bogaraveo,185,La dorade rose,,44,50.0,60,30.0,300.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Pagellus erythrinus,186,Le pageot commun,,44,30.0,40,20.0,100.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Pagrus auriga,188,Le pagre rayé,,44,40.0,60,10.0,80.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Pagrus coeruleostictus,189,Le pagre à points bleus,,44,60.0,70,20.0,80.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Pagrus pagrus,187,Le pagre commun,,44,50.0,70,15.0,100.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Pampus argenteus,28,Le pampus argenté,,6,50.0,65,0.0,30.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Panturichthys fowleri,518,L’anguille à tête courte,,106,60.0,70,30.0,60.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Parablennius gattorugine,336,La blennie gattorugine,,82,20.0,25,3.0,20.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," ADER Denis, ANDLAUER Anne, DUMAS Jacques, HUET Sylvie in : DORIS, 24/10/2022 : Parablennius gattorugine (Linnaeus, 1758)",653,44.0,838.0,<rnd>,
Parablennius incognitus,342,La blennie diabolo,,82,6.0,7,0.5,3.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," DE CASAMAJOR Marie-Noëlle, BLACHE Sébastien, BACHELET Guy, BARRABES Michel in : DORIS, 16/04/2021 : Parablennius incognitus (Bath, 1968)",800,48.0,351.0,<rnd>,
Parablennius pilicornis,340,La blennie pilicorne,,82,9.0,10,1.0,5.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," BAECKEROOT Gérard, BARRABES Michel, DE CASAMAJOR Marie-Noëlle, MARAN Vincent in : DORIS, 24/10/2022 : Parablennius pilicornis (Cuvier, 1829)",705,47.0,592.0,<rnd>,
Parablennius rouxi,339,La blennie de roux,,82,6.0,7,3.0,30.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," LAMARE Véronique, BURON Daniel in : DORIS, 18/04/2021 : Parablennius rouxi (Cocco, 1833)",168,46.0,300.0,<rnd>,
Parablennius ruber,337,La blennie rouge,,82,8.0,9,3.0,10.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Parablennius sanguinolentus,338,La blennie palmicorne,,82,18.0,20,0.0,2.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," COUDRE Christian, ANDRÉ Frédéric in : DORIS, 18/07/2022 : Parablennius sanguinolentus (Pallas, 1814)",1532,45.0,420.0,<rnd>,
Parablennius tentacularis,341,La blennie cornue,,82,9.0,12,5.0,15.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Parablennius zvonimiri,343,La blennie de Zvonimir,,82,6.0,7,1.0,5.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," PAVON Daniel, LE BRIS Sylvain in : DORIS, 11/11/2020 : Parablennius zvonimiri (Kolombatovic, 1892)",3500,49.0,356.0,<rnd>,
Paraconger macrops,499,Le congre à tache noire,,100,40.0,50,30.0,80.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Paragaleus pectoralis,609,Le milandre jaune,,129,120.0,140,5.0,100.0,,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Parapristipoma humile,203,Le grondeur à nageoires jaunes,,46,25.0,30,10.0,50.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Parapristipoma octolineatum,204,Le grondeur rayé,,46,30.0,35,10.0,30.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Parexocoetus mento,22,Le poisson volant à dorsale sombre,,4,10.0,13,0.0,3.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Parophidion vassali,528,La donzelle à nageoires rouges,,112,20.0,26,20.0,200.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Pegusa lascaris,556,La sole pole,,117,25.0,30,20.0,50.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Pelates quadrilineatus,209,Le terapon à 4 lignes,,47,10.0,12,0.0,20.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Pempheris vanicolensis,305,Le poisson hachette,,70,12.0,13,0.0,30.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Peristedion cataphractum,466,Le malarmat,,89,25.0,30,50.0,500.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Petromyzon marinus,490,La lamproie marine,,98,70.0,80,5.0,20.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Petroscirtes ancylodon,344,La blennie à dents de sabre d’Arabie,,82,9.0,11.5,0.0,10.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Pholis gunnellus,525,La gonnelle,,110,22.0,25,0.0,30.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," SCAPS Patrick, MARAN Vincent, ZIEMSKI Frédéric in : DORIS, 27/03/2021 : Pholis gunnellus (Linnaeus, 1758)",122,84.0,393.0,<rnd>,
Phrynorhombus norvegicus,550,Le petit turbot de roche,,116,12.0,14,20.0,50.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Phtheirichthys lineatus,151,Le rémora grêle,,39,45.0,76,,,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Phycis blennoides,287,La mostelle de fond,,52,50.0,70,100.0,450.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Phycis phycis,286,La mostelle de roche,,52,40.0,50,20.0,100.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," VIGNAUD Thomas, PERRIER Philippe, PASTOR Jérémy, PEAN Michel in : DORIS, 01/11/2021 : Phycis phycis (Linnaeus, 1766)",264,39.0,331.0,<rnd>,
Pisodonophis semicinctus,511,Le serpenton à selles,,104,60.0,80,10.0,30.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Planiliza carinata,61,Le mulet errant,,18,18.0,30,0.0,10.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Platichthys flesus,532,Le flet,,113,35.0,40,1.0,25.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," DON Jérémy, TOURENNE Murielle, BARRABES Michel, CHANET Bruno in : DORIS, 09/11/2020 : Platichthys flesus (Linnaeus, 1758)",801,85.0,406.0,<rnd>,
Platybelone argalus,120,L’orphie carène,,26,40.0,50,0.0,5.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Plectorhinchus mediterraneus,205,Le gaterin de mediterranée,,46,50.0,60,5.0,50.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Pleuronectes platessa,531,La plie,,113,50.0,70,5.0,100.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Plotosus lineatus,479,Le poisson-chat géant,,92,80.0,100,,,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Pollachius pollachius,298,Le lieu jaune,,52,60.0,80,10.0,100.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Pollachius virens,297,Le lieu noir,,52,60.0,100,10.0,100.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Polyprion americanus,271,Le cernier,,62,100.0,150,40.0,200.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Pomadasys incisus,208,Le grondeur métis,,46,30.0,35,10.0,40.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Pomadasys stridens,207,Le grondeur à 3 bandes,,46,10.0,16,5.0,55.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Pomatomus saltatrix,33,Le tassergal,,11,60.0,90,10.0,40.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Pomatoschistus bathi,442,Le gobie de bath,,85,3.0,3.2,2.0,10.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Pomatoschistus flavescens,450,Le gobie nageur,,85,4.0,5,0.0,5.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," DE CASAMAJOR Marie-Noëlle, BARRABES Michel, BACHELET Guy, LE BRIS Sylvain in : DORIS, 10/09/2022 : Pomatoschistus flavescens (Fabricius, 1779)",799,70.0,304.0,<rnd>,
Pomatoschistus knerii,443,Le gobie de Kner,,85,3.5,3.8,1.0,10.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Pomatoschistus lozanoi,435,Le gobie-caméléon,,85,7.0,8,1.0,80.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Pomatoschistus marmoratus,438,Le gobie marbré,,85,6.0,6.5,1.0,20.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," LE BRIS Sylvain, BODILIS Pascaline in : DORIS, 21/06/2022 : Pomatoschistus marmoratus (Risso, 1810)",4704,68.0,313.0,<rnd>,
Pomatoschistus microps,437,Le gobie tacheté,,85,6.0,6.5,0.0,5.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," DE CASAMAJOR Marie-Noëlle, DON Jérémy, BARRABES Michel in : DORIS, 09/11/2020 : Pomatoschistus microps (Krøyer, 1838)",803,67.0,345.0,<rnd>,
Pomatoschistus minutus,434,Le gobie buhotte,,85,7.0,8,1.0,20.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Pomatoschistus norvegicus,436,Le gobie norvégien,,85,6.0,7,18.0,325.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Pomatoschistus pictus,439,Le gobie varié,,85,5.0,5.5,0.5,20.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," DE CASAMAJOR Marie-Noëlle, BARRABES Michel in : DORIS, 10/09/2022 : Pomatoschistus pictus (Malm, 1865)",1862,69.0,310.0,<rnd>,
Pomatoschistus quagga,440,Le gobie quagga,,85,3.5,4,5.0,15.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Pomatoschistus tortonesei,441,Le gobie de Tortonese,,85,3.0,3.7,1.0,5.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Priacanthus hamrur,256,Le beauclair lanterne,,60,25.0,30,15.0,20.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Prionace glauca,631,Le requin peau bleue,,140,250.0,385,0.0,400.0,Pleine eau,,,"Requin du grand large, parfois pres des côtes",,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," MALIET Vincent, SITTLER Alain-Pierre, CAPAPE Christian, KUPFER Michel in : DORIS, 27/03/2021 : Prionace glauca (Linnaeus, 1758)",1660,,,<rnd>,
Pristis pectinata,652,Le poisson scie tident,,143,400.0,500,1.0,10.0,Vit posé sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Psenes pellucidus,96,Le dérivant gélatineux,,21,50.0,90,0.0,500.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Pseudaphya ferreri,445,Le gobie nageur de Ferrer,,85,3.0,3.2,2.0,5.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Pseudocaranx dentex,81,La carangue dentue,,20,50.0,60,10.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," MODRAK Gaël, CARO Valérie, MENUT Thomas in : DORIS, 10/10/2022 : Pseudocaranx dentex (Bloch & Schneider, 1801)",5649,97.0,409.0,<rnd>,
Pseudupeneus prayensis,455,Le rouget-barbet du Sénégal,,86,30.0,55,10.0,300.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Pteragogus pelycus,222,Le labre nain d’herbier,,53,10.0,15,2.0,20.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Pteroplatytrygon violacea,676,La pastenague violette,,147,60.0,90,0.0,100.0,Pleine eau,,Possède un ou plusieurs aiguillons venimeux sur la queue.,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," RIUTORT Jean-Jacques, SITTLER Alain-Pierre in : DORIS, 23/07/2022 : Pteroplatytrygon violacea (Bonaparte, 1832)",4770,,,<rnd>,
Pungitius pungitius,309,L’épinochette,,72,8.0,10,0.0,5.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Raja asterias,668,La raie étoilée,,146,50.0,60,20.0,80.0,Sur le fond,,,Se rencontre plus ou moins enfouie sur fond de sable,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," BEAUX Pierre-Jean, GIRARD Pascal in : DORIS, 19/12/2021 : Raja asterias Delaroche, 1809",4565,,,<rnd>,
Raja brachyura,666,La raie lisse,,146,100.0,120,30.0,100.0,Sur le fond,,,Plutôt sur graviers et sables grossiers aussi sur la roche,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," ADER Denis, HUET Sylvie in : DORIS, 07/01/2022 : Raja brachyura (Lafont, 1873)",542,,,<rnd>,
Raja clavata,669,Raie bouclée,,146,90.0,100,10.0,60.0,Sur le fond,,,"Fréquente tous types de fonds plats, souvent enfouie. Activité nocturne.",,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," DIDIERLAURENT Sylvie, BABIN Sylvie in : DORIS, 07/04/2021 : Raja clavata Linnaeus, 1758",2658,,,<rnd>,
Raja microocellata,672,La raie radiée,Raie mêlée,146,70.0,90,0.0,100.0,Sur le fond,,,"Fonds variés, non vaseux",,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Raja miraletus,662,La raie miroir,,146,50.0,60,40.0,150.0,Sur le fond,,,Fonds sablo-vaseux et graviers coquillers ainsi que près des herbiers,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Raja montagui,667,La raie douce,,146,60.0,80,30.0,80.0,Sur le fond,,,"Surtout sur fonds sableux, également sur fonds durs",,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Raja polystigma,664,La raie tachetée,,146,50.0,60,100.0,400.0,Sur le fond,,,Sur fonds meubles,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.","DORIS, 25/03/2021 : Raja polystigma Regan, 1923",,,,<rnd>,
Raja radula,665,La raie râpe,,146,60.0,75,40.0,350.0,Sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.","DORIS, 25/05/2021 : Raja radula Delaroche, 1809,",5454,,,<rnd>,
Raja undulata,670,La raie brunette,,146,80.0,100,10.0,100.0,Sur le fond,,,"Fonds côtiers de sable ou de graviers et fonds sablo vaseux plus au large, souvent enfouie, activité nocturne.",,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," JABOULAY Annie, SITTLER Alain-Pierre, CHANET Bruno in : DORIS, 10/11/2020 : Raja undulata Lacépède, 1802",1303,,,<rnd>,
Rajella fyllae,673,La raie ronde,,146,55.0,60,150.0,2000.0,Sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Raniceps raninus,387,Le trident,,52,20.0,25,5.0,20.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Ranzania laevis,135,Le poisson lune tronqué,,31,60.0,80,0.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Rastrelliger kanagurta,105,le maquereau indien,,25,30.0,35,5.0,20.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Regalecus glesne,147,Le regalec,,37,700.0,1100,100.0,1000.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Reinhardtius hippoglossoides,537,Le flétan noir,,113,70.0,80,50.0,2000.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Remora albescens,153,Le rémora des mantas,,39,25.0,33,0.0,40.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Remora australis,155,Le rémora des cétacés,,39,40.0,76,0.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Remora brachyptera,152,Le rémora blanc des marlins,,39,30.0,40,0.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Remora osteochir,150,Le rémora noir des marlins,,39,35.0,45,0.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Remora remora,154,Le rémora des requins,,39,65.0,86,0.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Rhabdosargus haffara,192,Le sar Haffara,,44,25.0,35,2.0,30.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Rhincodon typus,618,Le requin baleine,,134,1000.0,1200,0.0,130.0,,,,Espece Solitaire,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," GALLOIS Franck, RAVEL Corinne, ADER Denis, FEY Laurent, HUET Sylvie in : DORIS, 07/01/2022 : Rhincodon typus Smith, 1828",836,,,<rnd>,
